interval_id,account,duration,hour_bin,reset,reset_spread,start_at,end_at,start_used,end_used,delta_pp,observations,distinct_times,max_gap_seconds,smallest_step_pp,has_capture_time_proxy,recovery_observations,timing_eligible
1,A01,18000,495371,1783349642,0,1783336979.344509,1783336979.344509,100.0,100.0,0.0,1,1,,,0,1,0
2,A01,18000,495472,1783714860,0,1783701365.724911,1783702312.201356,100.0,100.0,0.0,2,2,946.4764449596405,0.0,0,2,0
3,A01,18000,495492,1783786018,0,1783773052.213846,1783773456.875902,100.0,100.0,0.0,2,2,404.6620559692383,0.0,0,2,0
4,A01,18000,495493,1783786018,0,1783774979.545257,1783775588.076559,100.0,100.0,0.0,3,3,304.3114449977875,0.0,0,3,0
5,A01,18000,495497,1783805702,0,1783791192.677498,1783791497.581654,100.0,100.0,0.0,2,2,304.90415596961975,0.0,0,2,0
6,A01,18000,495498,1783805702,0,1783793997.977692,1783794144.246352,100.0,100.0,0.0,2,2,146.26866006851196,0.0,0,2,0
7,A01,604800,495354,1783602693,0,1783277567.033025,1783277567.033025,100.0,100.0,0.0,1,1,,,0,1,0
8,A01,604800,495357,1783602693,0,1783287745.439188,1783287745.439188,100.0,100.0,0.0,1,1,,,0,1,0
9,A01,604800,495371,1783936442,0,1783336979.344509,1783336979.344509,16.0,16.0,0.0,1,1,,,0,1,0
10,A01,604800,495472,1784245391,0,1783701365.724911,1783702312.201356,80.0,80.0,0.0,2,2,946.4764449596405,0.0,0,2,0
11,A01,604800,495492,1784354546,1,1783773052.213846,1783773456.875902,49.0,49.0,0.0,2,2,404.6620559692383,0.0,0,2,0
12,A01,604800,495493,1784354546,1,1783774979.545257,1783775588.076559,49.0,49.0,0.0,3,3,304.3114449977875,0.0,0,3,0
13,A01,604800,495497,1784354546,1,1783791192.677498,1783791497.581654,72.0,73.0,1.0,2,2,304.90415596961975,1.0,0,2,0
14,A01,604800,495498,1784354546,1,1783793997.977692,1783794144.246352,74.0,74.0,0.0,2,2,146.26866006851196,0.0,0,2,0
15,A01,604800,495722,1784990599,0,1784600189.837547,1784602592.893262,100.0,100.0,0.0,11,11,313.34092593193054,0.0,0,11,0
16,A01,604800,495723,1784990599,0,1784602908.181019,1784606243.767259,100.0,100.0,0.0,15,15,314.93121886253357,0.0,0,15,0
17,A01,604800,495724,1784990599,0,1784606558.40277,1784609894.777695,100.0,100.0,0.0,16,16,314.520427942276,0.0,0,16,0
18,A01,604800,495725,1784990599,0,1784610198.121782,1784613519.00742,100.0,100.0,0.0,15,15,314.5868909358978,0.0,0,15,0
19,A01,604800,495726,1784990599,0,1784613820.445597,1784615048.768364,100.0,100.0,0.0,5,5,323.693834066391,0.0,0,5,0
20,A01,604800,495731,1784990599,0,1784631665.798049,1784631665.798049,100.0,100.0,0.0,1,1,,,0,1,0
21,A01,604800,495983,1785902985,0,1785540047.010157,1785542287.149384,100.0,100.0,0.0,16,16,303.28954577445984,0.0,0,16,0
22,A01,604800,495984,1785902985,0,1785542466.123706,1785545809.317651,100.0,100.0,0.0,20,20,321.7622718811035,0.0,0,20,0
23,A01,604800,495985,1785902985,0,1785546419.12546,1785548584.844928,100.0,100.0,0.0,9,9,342.3198289871216,0.0,0,9,0
24,A01,604800,495987,1785902985,0,1785553454.805091,1785554973.907507,100.0,100.0,0.0,6,6,308.832062959671,0.0,0,6,0
25,A01,604800,496066,1786175178,0,1785837899.762383,1785840951.835741,31.0,31.0,0.0,17,17,319.30957794189453,0.0,0,17,0
26,A01,604800,496067,1786175178,0,1785841207.835299,1785844067.740486,31.0,31.0,0.0,14,14,318.4154269695282,0.0,0,14,0
27,A01,604800,496079,1786175178,0,1785887954.83282,1785887954.83282,31.0,31.0,0.0,1,1,,,0,1,0
28,A01,604800,496080,1786175178,0,1785888079.812387,1785891371.708305,31.0,31.0,0.0,20,20,314.9289720058441,0.0,0,20,0
29,A01,604800,496081,1786175178,0,1785891627.07172,1785894983.63768,31.0,31.0,0.0,17,17,318.96920895576477,0.0,0,17,0
30,A01,604800,496082,1786175178,0,1785895237.587406,1785898598.688575,31.0,31.0,0.0,12,12,320.0632779598236,0.0,0,12,0
31,A01,604800,496083,1786175178,0,1785898909.627854,1785902273.684107,31.0,32.0,1.0,12,12,319.1093440055847,0.0,0,12,1
32,A01,604800,496084,1786175178,0,1785902527.052456,1785905924.559421,32.0,32.0,0.0,12,12,332.58833289146423,0.0,0,12,0
33,A01,604800,496085,1786175178,1,1785906243.132297,1785909554.676458,32.0,32.0,0.0,12,12,318.9539999961853,0.0,0,12,0
34,A01,604800,496086,1786175178,0,1785909872.845091,1785912916.711389,32.0,32.0,0.0,11,11,319.07167291641235,0.0,0,11,0
35,A01,604800,496087,1786175178,0,1785913231.495735,1785916520.774406,32.0,32.0,0.0,12,12,317.0690360069275,0.0,0,12,0
36,A01,604800,496088,1786175178,0,1785916838.768041,1785920207.077766,32.0,32.0,0.0,12,12,320.0587751865387,0.0,0,12,0
37,A01,604800,496089,1786175178,0,1785920524.154491,1785923881.308132,32.0,32.0,0.0,12,12,319.13046312332153,0.0,0,12,0
38,A01,604800,496090,1786175178,0,1785924132.800586,1785927184.658263,32.0,32.0,0.0,14,14,319.86652302742004,0.0,0,14,0
39,A01,604800,496104,1786175178,0,1785976097.63363,1785977940.813687,32.0,32.0,0.0,13,13,254.98845386505127,0.0,0,13,0
40,A01,604800,496105,1786175178,0,1785978003.647561,1785981578.710769,32.0,32.0,0.0,18,18,319.0359790325165,0.0,0,18,0
41,A01,604800,496106,1786175178,1,1785981769.544985,1785985104.661995,32.0,32.0,0.0,22,22,317.9962320327759,0.0,0,22,0
42,A01,604800,496107,1786175178,0,1785985231.276884,1785988612.738091,32.0,32.0,0.0,19,19,319.9562599658966,0.0,0,19,0
43,A01,604800,496108,1786175178,0,1785988868.560423,1785992247.739365,32.0,32.0,0.0,20,20,319.98802495002747,0.0,0,20,0
44,A01,604800,496109,1786175178,1,1785992503.60054,1785995839.782746,32.0,32.0,0.0,19,19,338.3959150314331,0.0,0,19,0
45,A01,604800,496110,1786175178,2,1785996156.821721,1785999567.197885,32.0,32.0,0.0,20,20,324.5394308567047,0.0,0,20,0
46,A01,604800,496111,1786175178,0,1785999822.12793,1786003138.661655,32.0,33.0,1.0,20,20,319.9969780445099,0.0,0,20,1
47,A01,604800,496112,1786175178,0,1786003201.309232,1786006783.722605,33.0,33.0,0.0,22,22,319.2083189487457,0.0,0,22,0
48,A01,604800,496113,1786175178,0,1786006973.802369,1786010162.686623,33.0,33.0,0.0,16,16,320.1174581050873,0.0,0,16,0
49,A01,604800,496114,1786175178,0,1786010480.715819,1786013794.925245,33.0,33.0,0.0,19,19,318.25932693481445,0.0,0,19,0
50,A01,604800,496115,1786175178,0,1786014112.486365,1786017171.779107,33.0,33.0,0.0,17,17,319.24032187461853,0.0,0,17,0
51,A01,604800,496219,1786826607,0,1786390054.994008,1786391396.756628,5.0,5.0,0.0,12,12,492.59585905075073,0.0,1,0,0
52,A01,604800,496220,1786826606,1,1786392014.186504,1786395433.844835,5.0,6.0,1.0,16,16,720.357323884964,0.0,1,0,1
53,A01,604800,496221,1786826606,1,1786395623.379244,1786398312.845356,6.0,6.0,0.0,4,4,904.3522160053253,0.0,1,0,0
54,A01,604800,496222,1786826606,1,1786399220.8294,1786401922.505047,6.0,6.0,0.0,7,7,887.0117189884186,0.0,1,0,0
55,A01,604800,496223,1786826606,1,1786402812.895431,1786405522.81448,7.0,7.0,0.0,4,4,906.9445600509644,0.0,1,0,0
56,A01,604800,496224,1787011236,0,1786408209.144676,1786409115.326654,1.0,1.0,0.0,2,2,906.1819779872894,0.0,1,0,0
57,A01,604800,496225,1787011236,0,1786410014.749473,1786412704.700041,1.0,2.0,1.0,4,4,902.5663759708405,0.0,1,0,1
58,A01,604800,496226,1787011236,0,1786413616.594829,1786416318.691356,2.0,2.0,0.0,4,4,903.4949369430542,0.0,1,0,0
59,A01,604800,496227,1787011236,0,1786417213.050452,1786419912.070518,2.0,3.0,1.0,4,4,902.893697977066,0.0,1,0,1
60,A01,604800,496228,1787011236,0,1786420817.916777,1786423518.830002,3.0,3.0,0.0,4,4,908.9602339267731,0.0,1,0,0
61,A01,604800,496229,1787011236,0,1786424416.035417,1786427110.586193,3.0,3.0,0.0,4,4,903.4654848575592,0.0,1,0,0
62,A01,604800,496230,1787011236,1,1786428018.547569,1786430720.872093,3.0,3.0,0.0,4,4,905.2995879650116,0.0,1,0,0
63,A01,604800,496231,1787011236,0,1786431610.262268,1786434324.788031,3.0,4.0,1.0,4,4,912.322037935257,0.0,1,0,1
64,A01,604800,496232,1787011236,0,1786435207.778919,1786437921.346094,4.0,4.0,0.0,4,4,908.3130550384521,0.0,1,0,0
65,A01,604800,496233,1787011236,0,1786438807.309091,1786441508.376537,4.0,4.0,0.0,4,4,909.4387638568878,0.0,1,0,0
66,A01,604800,496234,1787011236,0,1786442408.745878,1786445114.584295,4.0,5.0,1.0,4,4,912.9950740337372,0.0,1,0,1
67,A01,604800,496235,1787011236,0,1786446013.911402,1786448709.29409,5.0,5.0,0.0,4,4,910.3045070171356,0.0,1,0,0
68,A01,604800,496236,1787011236,0,1786449614.033825,1786452315.380603,5.0,5.0,0.0,4,4,910.9651200771332,0.0,1,0,0
69,A01,604800,496237,1787011236,0,1786453224.344208,1786455908.333978,5.0,5.0,0.0,5,5,912.5526700019836,0.0,1,0,0
70,A01,604800,496238,1787011236,0,1786456811.279188,1786459516.629802,5.0,5.0,0.0,4,4,911.297210931778,0.0,1,0,0
71,A01,604800,496239,1787011236,0,1786460418.841651,1786463105.322726,5.0,5.0,0.0,5,5,905.4099280834198,0.0,1,0,0
72,A01,604800,496240,1787011236,0,1786464009.173551,1786466723.919743,5.0,5.0,0.0,4,4,916.0514240264893,0.0,1,0,0
73,A01,604800,496241,1787011236,0,1786467617.508342,1786470427.683042,5.0,5.0,0.0,6,6,899.6639170646667,0.0,1,0,0
74,A01,604800,496242,1787011236,0,1786471210.885333,1786473915.310763,5.0,5.0,0.0,4,4,906.3716289997101,0.0,1,0,0
75,A01,604800,496243,1787011236,0,1786474825.425953,1786475721.14545,5.0,5.0,0.0,3,3,893.5540390014648,0.0,1,0,0
76,A01,604800,496251,1787080785,0,1786506309.397449,1786506309.397449,1.0,1.0,0.0,1,1,,,1,0,0
77,A01,604800,496252,1787080785,0,1786507213.088282,1786509909.653403,1.0,1.0,0.0,4,4,904.9202690124512,0.0,1,0,0
78,A01,604800,496253,1787080785,0,1786510814.030801,1786513513.528696,1.0,1.0,0.0,4,4,901.4811899662018,0.0,1,0,0
79,A01,604800,496254,1787080785,0,1786514419.368884,1786517119.151885,1.0,1.0,0.0,4,4,907.9887459278107,0.0,1,0,0
80,A01,604800,496255,1787080785,1,1786518012.492961,1786520714.711436,1.0,1.0,0.0,4,4,910.2469489574432,0.0,1,0,0
81,A01,604800,496256,1787080785,1,1786521614.228006,1786524312.992039,1.0,1.0,0.0,4,4,902.1300871372223,0.0,1,0,0
82,A01,604800,496257,1787080785,0,1786525215.93925,1786527919.731957,1.0,7.0,6.0,4,4,908.4783389568329,1.0,1,0,1
83,A01,604800,496258,1787080785,1,1786528826.179957,1786531519.048008,9.0,25.0,16.0,4,4,905.2382709980011,4.0,1,0,1
84,A01,604800,496259,1787080785,1,1786532408.61643,1786535124.539151,28.0,37.0,9.0,4,4,907.7618100643158,2.0,1,0,1
85,A01,604800,496260,1787080785,1,1786536013.768648,1786538714.113484,42.0,42.0,0.0,4,4,913.2420918941498,0.0,1,0,0
86,A01,604800,496261,1787080785,1,1786539607.449844,1786542582.145125,42.0,42.0,0.0,5,5,906.3086190223694,0.0,1,0,0
87,A01,604800,496262,1787080785,1,1786543215.23551,1786546137.119513,42.0,42.0,0.0,6,6,903.1421298980713,0.0,1,0,0
88,A01,604800,496263,1787080785,1,1786546821.363812,1786550274.491283,42.0,42.0,0.0,13,13,902.590362071991,0.0,1,0,0
89,A01,604800,496264,1787080785,1,1786550416.992895,1786550420.066971,42.0,42.0,0.0,2,2,3.0740761756896973,0.0,1,0,0
90,A01,604800,496299,1787199206,0,1786678214.935343,1786679110.954267,1.0,1.0,0.0,2,2,896.018923997879,0.0,1,0,0
91,A01,604800,496300,1787199206,0,1786680008.209985,1786682712.98166,1.0,1.0,0.0,4,4,915.8035430908203,0.0,1,0,0
92,A01,604800,496301,1787199206,0,1786683618.195066,1786686320.039724,1.0,1.0,0.0,4,4,911.7410891056061,0.0,1,0,0
93,A01,604800,496302,1787199206,0,1786687222.012507,1786689920.166867,1.0,1.0,0.0,4,4,902.7871451377869,0.0,1,0,0
94,A01,604800,496303,1787199206,0,1786690814.822666,1786693513.082375,1.0,1.0,0.0,4,4,902.4257340431213,0.0,1,0,0
95,A01,604800,496304,1787199206,0,1786694408.691857,1786697109.887259,1.0,1.0,0.0,4,4,914.8733749389648,0.0,1,0,0
96,A01,604800,496305,1787199206,0,1786698014.175068,1786700711.20832,1.0,1.0,0.0,4,4,903.139927148819,0.0,1,0,0
97,A01,604800,496306,1787199206,0,1786701616.438685,1786704307.445727,1.0,1.0,0.0,4,4,909.7457518577576,0.0,1,0,0
98,A01,604800,496307,1787199206,0,1786705216.689757,1786707925.44409,1.0,1.0,0.0,4,4,918.774749994278,0.0,1,0,0
99,A01,604800,496308,1787199206,0,1786708811.74302,1786711508.061931,1.0,1.0,0.0,4,4,915.2536909580231,0.0,1,0,0
100,A01,604800,496309,1787199206,0,1786712422.578765,1786715122.835978,1.0,1.0,0.0,4,4,907.785952091217,0.0,1,0,0
101,A01,604800,496310,1787199206,0,1786716011.615841,1786718716.515296,1.0,1.0,0.0,4,4,909.1431310176849,0.0,1,0,0
102,A01,604800,496311,1787199206,0,1786719617.962896,1786722965.769896,1.0,1.0,0.0,5,5,906.6614019870758,0.0,1,1,0
103,A01,604800,496312,1787199206,0,1786723210.385883,1786726604.91688,1.0,1.0,0.0,17,17,292.08464884757996,0.0,1,13,0
104,A01,604800,496313,1787199206,0,1786726812.49003,1786729956.106618,1.0,1.0,0.0,19,19,307.2854540348053,0.0,1,15,0
105,A01,604800,496314,1787199206,0,1786730407.246865,1786733110.948792,1.0,1.0,0.0,11,11,895.0747618675232,0.0,1,7,0
106,A01,604800,496315,1787199206,0,1786734014.650107,1786736709.257892,1.0,1.0,0.0,4,4,901.3499829769135,0.0,1,0,0
107,A01,604800,496316,1787199206,0,1786737624.437333,1786740313.775199,1.0,1.0,0.0,4,4,902.847895860672,0.0,1,0,0
108,A01,604800,496317,1787199206,0,1786741221.588774,1786743909.274358,1.0,1.0,0.0,4,4,910.5022220611572,0.0,1,0,0
109,A01,604800,496318,1787199206,0,1786744815.019532,1786747512.790906,1.0,1.0,0.0,4,4,901.0459938049316,0.0,1,0,0
110,A01,604800,496319,1787199206,0,1786748416.969859,1786751118.741875,1.0,1.0,0.0,4,4,909.9491589069366,0.0,1,0,0
111,A01,604800,496320,1787199206,0,1786752024.565795,1786754709.637275,1.0,1.0,0.0,4,4,911.0963008403778,0.0,1,0,0
112,A01,604800,496321,1787199206,0,1786755610.961181,1786758310.363578,1.0,1.0,0.0,4,4,911.4631690979004,0.0,1,0,0
113,A01,604800,496322,1787199206,0,1786759222.450041,1786761912.737157,1.0,1.0,0.0,4,4,910.7682211399078,0.0,1,0,0
114,A01,604800,496323,1787199206,0,1786762812.349431,1786765512.971792,1.0,1.0,0.0,4,4,910.2457580566406,0.0,1,0,0
115,A01,604800,496324,1787199206,0,1786766416.891095,1786769110.179948,1.0,1.0,0.0,4,4,900.6829261779785,0.0,1,0,0
116,A01,604800,496325,1787199206,0,1786770007.825819,1786772708.331882,1.0,1.0,0.0,4,4,900.8514919281006,0.0,1,0,0
117,A01,604800,496326,1787199206,0,1786773608.255352,1786776314.770761,1.0,1.0,0.0,4,4,908.1387989521027,0.0,1,0,0
118,A01,604800,496327,1787199206,0,1786777222.824724,1786779912.835793,1.0,1.0,0.0,4,4,902.6611471176147,0.0,1,0,0
119,A01,604800,496328,1787199206,0,1786780820.023077,1786783508.125569,1.0,1.0,0.0,4,4,906.2062652111053,0.0,1,0,0
120,A01,604800,496329,1787199206,0,1786784417.861705,1786787113.938152,1.0,1.0,0.0,4,4,904.3995628356934,0.0,1,0,0
121,A01,604800,496330,1787199206,0,1786788013.965452,1786790708.288533,1.0,1.0,0.0,4,4,913.1060600280762,0.0,1,0,0
122,A01,604800,496331,1787199206,0,1786791603.999856,1786794310.513561,1.0,3.0,2.0,4,4,912.8144760131836,0.0,1,0,1
123,A01,604800,496332,1787199206,0,1786795223.675734,1786797911.194243,5.0,11.0,6.0,4,4,904.4730398654938,2.0,1,0,1
124,A01,604800,496333,1787199206,1,1786798810.63362,1786801505.567857,13.0,18.0,5.0,4,4,904.8697369098663,1.0,1,0,1
125,A01,604800,496334,1787199206,2,1786802419.360294,1786805120.112948,19.0,23.0,4.0,4,4,906.5809099674225,1.0,1,0,0
126,A01,604800,496335,1787199206,0,1786806013.47038,1786808714.7754,24.0,29.0,5.0,4,4,910.4114220142365,1.0,1,0,1
127,A01,604800,496336,1787199206,0,1786809613.910519,1786812315.298087,30.0,34.0,4.0,4,4,905.7451500892639,1.0,1,0,1
128,A01,604800,496337,1787199206,0,1786813220.122215,1786815917.996657,34.0,38.0,4.0,4,4,910.2862000465393,1.0,1,0,1
129,A01,604800,496338,1787199206,0,1786816824.579063,1786819515.233431,39.0,41.0,2.0,4,4,906.881185054779,0.0,1,0,1
130,A01,604800,496339,1787199206,0,1786820406.655724,1786823119.257355,42.0,45.0,3.0,4,4,910.1350519657135,1.0,1,0,1
131,A01,604800,496340,1787199206,0,1786824023.23536,1786826720.278022,46.0,49.0,3.0,4,4,908.7391450405121,1.0,1,0,1
132,A01,604800,496341,1787199206,0,1786827612.476718,1786830306.624671,50.0,53.0,3.0,4,4,906.8749220371246,0.0,1,0,1
133,A01,604800,496342,1787199206,0,1786831220.312584,1786833910.72367,53.0,57.0,4.0,4,4,908.9490830898285,1.0,1,0,1
134,A01,604800,496343,1787199206,0,1786834816.206432,1786837505.25062,58.0,62.0,4.0,4,4,906.6028180122375,1.0,1,0,1
135,A01,604800,496344,1787199206,0,1786838414.868559,1786841115.242945,63.0,68.0,5.0,4,4,907.1293652057648,1.0,1,0,1
136,A01,604800,496345,1787199206,0,1786842007.156348,1786844707.56225,69.0,75.0,6.0,4,4,916.1704449653625,1.0,1,0,1
137,A01,604800,496346,1787199206,0,1786845611.381093,1786848306.172546,76.0,80.0,4.0,4,4,907.6748051643372,1.0,1,0,1
138,A01,604800,496347,1787199206,0,1786849222.91655,1786851917.373178,81.0,85.0,4.0,4,4,910.0895841121674,1.0,1,0,1
139,A01,604800,496348,1787199206,0,1786852820.453564,1786855516.652716,86.0,90.0,4.0,4,4,907.4954059123993,1.0,1,0,1
140,A01,604800,496349,1787199206,0,1786856412.758368,1786859107.499894,90.0,93.0,3.0,4,4,907.6155998706818,1.0,1,0,1
141,A01,604800,496350,1787199206,1,1786860014.470714,1786862704.672536,93.0,96.0,3.0,4,4,905.1735649108887,1.0,1,0,1
142,A01,604800,496351,1787199206,0,1786863619.196789,1786866310.666733,97.0,100.0,3.0,4,4,899.578085899353,1.0,1,0,1
143,A01,604800,496352,1787199206,0,1786867214.216345,1786870540.606254,100.0,100.0,0.0,22,22,846.0632948875427,0.0,1,18,0
144,A01,604800,496353,1787199206,2,1786870814.658493,1786873929.605157,100.0,100.0,0.0,27,27,307.8510751724243,0.0,1,23,0
145,A01,604800,496354,1787199206,0,1786874409.024154,1786877120.883772,100.0,100.0,0.0,4,4,910.3193349838257,0.0,1,0,0
146,A01,604800,496355,1787199206,0,1786878007.712044,1786880723.007862,100.0,100.0,0.0,4,4,913.9012031555176,0.0,1,0,0
147,A01,604800,496356,1787199206,0,1786881613.912791,1786884319.28854,100.0,100.0,0.0,4,4,910.8515620231628,0.0,1,0,0
148,A01,604800,496357,1787199206,0,1786885224.36026,1786887923.402314,100.0,100.0,0.0,4,4,905.5628869533539,0.0,1,0,0
149,A01,604800,496358,1787199206,0,1786888824.816773,1786891510.802043,100.0,100.0,0.0,4,4,900.1324400901794,0.0,1,0,0
150,A01,604800,496359,1787199206,0,1786892416.504554,1786895123.081593,100.0,100.0,0.0,4,4,903.3789131641388,0.0,1,0,0
151,A01,604800,496360,1787199206,0,1786896019.866602,1786898714.050713,100.0,100.0,0.0,4,4,904.8792769908905,0.0,1,0,0
152,A01,604800,496361,1787199206,0,1786899620.200384,1786902319.501986,100.0,100.0,0.0,4,4,907.061763048172,0.0,1,0,0
153,A01,604800,496362,1787199206,0,1786903229.83684,1786905919.589812,100.0,100.0,0.0,4,4,906.6917798519135,0.0,1,0,0
154,A01,604800,496363,1787199206,0,1786906809.915776,1786909524.502914,100.0,100.0,0.0,4,4,908.4738729000092,0.0,1,0,0
155,A01,604800,496364,1787199206,0,1786910418.896366,1786913116.948463,100.0,100.0,0.0,4,4,906.6870720386505,0.0,1,0,0
156,A01,604800,496365,1787199206,0,1786914012.258137,1786916717.383268,100.0,100.0,0.0,4,4,913.1497819423676,0.0,1,0,0
157,A01,604800,496366,1787199206,0,1786917608.450523,1786920311.270263,100.0,100.0,0.0,4,4,906.7988979816437,0.0,1,0,0
158,A01,604800,496367,1787199206,0,1786921211.59761,1786923907.47357,100.0,100.0,0.0,4,4,908.2185459136963,0.0,1,0,0
159,A01,604800,496368,1787199206,0,1786924823.685469,1786927513.59324,100.0,100.0,0.0,4,4,911.3912119865417,0.0,1,0,0
160,A01,604800,496369,1787199206,0,1786928425.768125,1786931109.995899,100.0,100.0,0.0,4,4,901.4517438411713,0.0,1,0,0
161,A01,604800,496370,1787199206,0,1786932012.381285,1786934706.422271,100.0,100.0,0.0,4,4,904.9986610412598,0.0,1,0,0
162,A01,604800,496371,1787199206,0,1786935609.908495,1786938321.339432,100.0,100.0,0.0,4,4,913.6384909152985,0.0,1,0,0
163,A01,604800,496372,1787199206,0,1786939216.724275,1786941909.405926,100.0,100.0,0.0,4,4,909.0694808959961,0.0,1,0,0
164,A01,604800,496373,1787199206,0,1786942817.054101,1786945520.929813,100.0,100.0,0.0,4,4,906.6449089050293,0.0,1,0,0
165,A01,604800,496374,1787199206,0,1786946416.506239,1786949119.20838,100.0,100.0,0.0,4,4,907.0920779705048,0.0,1,0,0
166,A01,604800,496375,1787199206,0,1786950007.939612,1786952725.455709,100.0,100.0,0.0,4,4,910.6123058795929,0.0,1,0,0
167,A01,604800,496376,1787199206,0,1786953620.032034,1786956309.408054,100.0,100.0,0.0,4,4,901.4377591609955,0.0,1,0,0
168,A01,604800,496377,1787199206,0,1786957212.885879,1786959915.809389,100.0,100.0,0.0,4,4,908.6867990493774,0.0,1,0,0
169,A01,604800,496378,1787199206,0,1786960815.263805,1786963520.885875,100.0,100.0,0.0,4,4,911.0532169342041,0.0,1,0,0
170,A01,604800,496379,1787199206,0,1786964427.460335,1786967115.172129,100.0,100.0,0.0,4,4,905.3129539489746,0.0,1,0,0
171,A01,604800,496380,1787199206,0,1786968016.38637,1786970724.271723,100.0,100.0,0.0,4,4,911.0385880470276,0.0,1,0,0
172,A01,604800,496381,1787199206,0,1786971618.09861,1786974314.355028,100.0,100.0,0.0,4,4,910.5178260803223,0.0,1,0,0
173,A01,604800,496382,1787199206,0,1786975212.625108,1786977908.417816,100.0,100.0,0.0,4,4,914.7744998931885,0.0,1,0,0
174,A01,604800,496383,1787199206,0,1786978816.841134,1786981510.414903,100.0,100.0,0.0,4,4,898.5265519618988,0.0,1,0,0
175,A01,604800,496384,1787199206,1,1786982414.22117,1786985121.144733,100.0,100.0,0.0,4,4,909.8310170173645,0.0,1,0,0
176,A01,604800,496385,1787199206,1,1786986014.88359,1786988731.913907,100.0,100.0,0.0,5,5,908.0153589248657,0.0,1,0,0
177,A01,604800,496386,1787199206,1,1786989612.676349,1786992308.03682,100.0,100.0,0.0,4,4,913.9003551006317,0.0,1,0,0
178,A01,604800,496387,1787199206,0,1786993224.30731,1786995919.634937,100.0,100.0,0.0,4,4,911.5429620742798,0.0,1,0,0
179,A01,604800,496388,1787199206,0,1786996816.957723,1786999528.381533,100.0,100.0,0.0,4,4,910.3508489131927,0.0,1,0,0
180,A01,604800,496389,1787199206,0,1787000417.331952,1787003113.968454,100.0,100.0,0.0,4,4,907.3361167907715,0.0,1,0,0
181,A01,604800,496390,1787199206,0,1787004018.947371,1787006720.314792,100.0,100.0,0.0,4,4,917.2855658531189,0.0,1,0,0
182,A01,604800,496391,1787199206,0,1787007625.63453,1787010325.794338,100.0,100.0,0.0,4,4,901.773325920105,0.0,1,0,0
183,A01,604800,496392,1787199206,1,1787011217.763084,1787013923.107851,100.0,100.0,0.0,4,4,907.8875350952148,0.0,1,0,0
184,A01,604800,496393,1787199206,0,1787014821.128245,1787017514.720192,100.0,100.0,0.0,4,4,903.1964600086212,0.0,1,0,0
185,A01,604800,496394,1787199206,0,1787018409.041219,1787021113.297456,100.0,100.0,0.0,4,4,915.0203080177307,0.0,1,0,0
186,A01,604800,496395,1787199206,0,1787022021.873417,1787024716.452839,100.0,100.0,0.0,4,4,905.1028339862823,0.0,1,0,0
187,A01,604800,496396,1787199206,0,1787025619.946091,1787028310.933155,100.0,100.0,0.0,4,4,905.4186999797821,0.0,1,0,0
188,A01,604800,496397,1787199206,0,1787029219.652069,1787031926.767728,100.0,100.0,0.0,4,4,914.0536551475525,0.0,1,0,0
189,A01,604800,496398,1787199206,0,1787032806.834303,1787035517.551078,100.0,100.0,0.0,4,4,911.0480999946594,0.0,1,0,0
190,A01,604800,496399,1787199206,0,1787036410.352875,1787039122.782274,100.0,100.0,0.0,4,4,907.7735450267792,0.0,1,0,0
191,A01,604800,496400,1787199206,0,1787040026.273985,1787042721.9979,100.0,100.0,0.0,4,4,909.5327200889587,0.0,1,0,0
192,A01,604800,496401,1787199206,0,1787043609.157237,1787046313.697354,100.0,100.0,0.0,4,4,914.8096339702606,0.0,1,0,0
193,A01,604800,496402,1787199206,0,1787047208.228635,1787049923.913217,100.0,100.0,0.0,4,4,915.1445598602295,0.0,1,0,0
194,A01,604800,496403,1787199206,0,1787050823.462565,1787053512.118184,100.0,100.0,0.0,4,4,910.500049829483,0.0,1,0,0
195,A01,604800,496404,1787199206,0,1787054413.238797,1787057127.62643,100.0,100.0,0.0,4,4,920.2195241451263,0.0,1,0,0
196,A01,604800,496405,1787199206,0,1787058009.140628,1787060724.551821,100.0,100.0,0.0,4,4,912.1760120391846,0.0,1,0,0
197,A01,604800,496406,1787199206,0,1787061615.601838,1787064319.835248,100.0,100.0,0.0,4,4,910.8310348987579,0.0,1,0,0
198,A01,604800,496407,1787199206,0,1787065210.521671,1787067908.141348,100.0,100.0,0.0,4,4,915.3393578529358,0.0,1,0,0
199,A01,604800,496408,1787199206,0,1787068819.07431,1787071517.430808,100.0,100.0,0.0,4,4,902.9789328575134,0.0,1,0,0
200,A01,604800,496409,1787199206,0,1787072420.259695,1787075112.354381,100.0,100.0,0.0,4,4,906.050036907196,0.0,1,0,0
201,A01,604800,496410,1787199206,0,1787076014.899942,1787078717.739886,100.0,100.0,0.0,4,4,910.1223840713501,0.0,1,0,0
202,A01,604800,496411,1787199206,1,1787079624.540302,1787082325.865262,100.0,100.0,0.0,4,4,908.3394110202789,0.0,1,0,0
203,A01,604800,496412,1787199206,0,1787083219.874578,1787085911.14265,100.0,100.0,0.0,4,4,900.7343709468842,0.0,1,0,0
204,A01,604800,496413,1787199206,0,1787086823.762086,1787089525.434402,100.0,100.0,0.0,4,4,911.9249720573425,0.0,1,0,0
205,A01,604800,496414,1787199206,0,1787090415.174737,1787093124.332453,100.0,100.0,0.0,4,4,911.3774631023407,0.0,1,0,0
