interval_id,account,duration,hour_bin,reset,reset_spread,start_at,end_at,start_used,end_used,delta_pp,observations,distinct_times,max_gap_seconds,smallest_step_pp,has_capture_time_proxy,recovery_observations,timing_eligible
818,A02,604800,496509,1787802039,1,1787432419.180677,1787435130.580407,100.0,100.0,0.0,4,4,906.7349288463593,0.0,1,0,0
819,A02,604800,496510,1787802039,1,1787436026.082388,1787438721.865769,100.0,100.0,0.0,4,4,907.9200370311737,0.0,1,0,0
820,A02,604800,496511,1787802039,0,1787439624.272764,1787442335.915414,100.0,100.0,0.0,4,4,914.2132420539856,0.0,1,0,0
821,A02,604800,496512,1787802039,1,1787443222.0964,1787445930.993129,100.0,100.0,0.0,4,4,909.9706480503082,0.0,1,0,0
822,A02,604800,496513,1787802039,0,1787446832.694207,1787449523.568687,100.0,100.0,0.0,4,4,905.0908370018005,0.0,1,0,0
823,A02,604800,496514,1787802039,1,1787450434.578492,1787453133.236975,100.0,100.0,0.0,4,4,904.7928810119629,0.0,1,0,0
824,A02,604800,496515,1787802039,1,1787454017.651321,1787456729.891032,100.0,100.0,0.0,4,4,918.0547060966492,0.0,1,0,0
825,A02,604800,496516,1787802039,0,1787457628.071785,1787460335.012687,100.0,100.0,0.0,4,4,911.134553194046,0.0,1,0,0
826,A02,604800,496517,1787802039,0,1787461237.002751,1787463928.372291,100.0,100.0,0.0,4,4,898.7039558887482,0.0,1,0,0
827,A02,604800,496518,1787802039,1,1787464817.347031,1787467532.288578,100.0,100.0,0.0,4,4,914.1483578681946,0.0,1,0,0
828,A02,604800,496519,1787802039,0,1787468427.737083,1787471120.170051,100.0,100.0,0.0,4,4,909.6369650363922,0.0,1,0,0
829,A02,604800,496520,1787802039,1,1787472023.298046,1787474722.700083,100.0,100.0,0.0,5,5,907.2873909473419,0.0,1,0,0
830,A02,604800,496521,1787802039,1,1787475628.599026,1787478328.40961,100.0,100.0,0.0,4,4,901.1539671421051,0.0,1,0,0
831,A02,604800,496522,1787802039,1,1787479239.026027,1787481929.370174,100.0,100.0,0.0,4,4,904.467041015625,0.0,1,0,0
832,A02,604800,496523,1787802039,1,1787482827.717669,1787485534.984941,100.0,100.0,0.0,4,4,904.0573658943176,0.0,1,0,0
833,A02,604800,496524,1787802039,1,1787486435.953558,1787489123.206692,100.0,100.0,0.0,4,4,900.7454738616943,0.0,1,0,0
834,A02,604800,496525,1787802039,0,1787490026.293713,1787492731.315504,100.0,100.0,0.0,4,4,911.9328188896179,0.0,1,0,0
835,A02,604800,496526,1787802039,0,1787493637.189718,1787496320.088951,100.0,100.0,0.0,4,4,903.6134569644928,0.0,1,0,0
836,A02,604800,496527,1787802039,1,1787497233.506145,1787499926.324995,100.0,100.0,0.0,4,4,901.1853361129761,0.0,1,0,0
837,A02,604800,496528,1787802039,0,1787500834.29371,1787503530.756622,100.0,100.0,0.0,4,4,908.0296277999878,0.0,1,0,0
838,A02,604800,496529,1787802039,1,1787504429.001956,1787507118.395473,100.0,100.0,0.0,4,4,907.3797879219055,0.0,1,0,0
839,A02,604800,496530,1787802039,1,1787508042.978314,1787510724.85401,100.0,100.0,0.0,4,4,916.9129931926727,0.0,1,0,0
840,A02,604800,496531,1787802039,1,1787511628.014181,1787514322.033539,100.0,100.0,0.0,4,4,911.2759749889374,0.0,1,0,0
841,A02,604800,496532,1787802039,1,1787515232.625603,1787517930.264707,100.0,100.0,0.0,4,4,910.4826331138611,0.0,1,0,0
842,A02,604800,496533,1787802039,2,1787518833.397629,1787521524.312985,100.0,100.0,0.0,4,4,899.1778299808502,0.0,1,0,0
843,A02,604800,496534,1787802039,1,1787522429.637646,1787525134.39512,100.0,100.0,0.0,4,4,905.7368650436401,0.0,1,0,0
844,A02,604800,496535,1787802039,1,1787526031.856345,1787528728.702731,100.0,100.0,0.0,4,4,901.1442379951477,0.0,1,0,0
845,A02,604800,496536,1787802039,0,1787529632.222687,1787531428.261561,100.0,100.0,0.0,3,3,899.7912399768829,0.0,1,0,0
846,A02,604800,496548,1788138608,1,1787574624.986394,1787575531.508266,1.0,1.0,0.0,2,2,906.5218720436096,0.0,1,0,0
847,A02,604800,496549,1788138608,0,1787576441.76513,1787579147.501447,1.0,3.0,2.0,4,4,913.4020569324493,0.0,1,0,1
848,A02,604800,496550,1788138608,0,1787580030.077072,1787582729.573242,3.0,3.0,0.0,4,4,909.7594459056854,0.0,1,0,0
849,A02,604800,496551,1788138608,1,1787583632.368252,1787586326.232138,3.0,4.0,1.0,4,4,904.8503329753876,0.0,1,0,1
850,A02,604800,496552,1788138608,0,1787587236.371894,1787589933.663748,4.0,5.0,1.0,4,4,913.5167300701141,0.0,1,0,1
851,A02,604800,496553,1788138608,0,1787590825.1253,1787593537.251869,5.0,6.0,1.0,4,4,917.0661869049072,0.0,1,0,1
852,A02,604800,496554,1788138608,1,1787594438.177055,1787597129.040152,6.0,6.0,0.0,4,4,1045.0271980762482,0.0,1,0,0
853,A02,604800,496555,1788138608,0,1787598038.999319,1787600735.188055,7.0,9.0,2.0,4,4,912.8252160549164,0.0,1,0,1
854,A02,604800,496556,1788138608,0,1787601626.105353,1787604333.772258,9.0,16.0,7.0,4,4,916.7172901630402,2.0,1,0,1
855,A02,604800,496557,1788138608,1,1787605232.685599,1787607917.725415,19.0,25.0,6.0,4,4,901.8116490840912,1.0,1,0,1
856,A02,604800,496558,1788138608,0,1787608830.704818,1787611525.635807,27.0,33.0,6.0,4,4,902.8257279396057,1.0,1,0,1
857,A02,604800,496559,1788138608,0,1787612433.745666,1787615133.680661,35.0,39.0,4.0,4,4,911.4565718173981,1.0,1,0,1
858,A02,604800,496560,1788138608,1,1787616033.735723,1787618731.570368,40.0,44.0,4.0,4,4,914.3029670715332,1.0,1,0,1
859,A02,604800,496561,1788138608,0,1787619625.868571,1787622334.677478,45.0,49.0,4.0,4,4,910.8880980014801,1.0,1,0,1
860,A02,604800,496562,1788138608,0,1787623230.411438,1787625927.103835,50.0,55.0,5.0,4,4,905.7387180328369,1.0,1,0,1
861,A02,604800,496563,1788138608,0,1787626826.80843,1787629523.053838,56.0,60.0,4.0,4,4,903.1170990467072,1.0,1,0,1
862,A02,604800,496564,1788138608,1,1787630430.085919,1787633127.401453,61.0,65.0,4.0,4,4,907.614058971405,1.0,1,0,1
863,A02,604800,496565,1788138608,0,1787634036.585863,1787636721.74042,66.0,69.0,3.0,4,4,897.6229591369629,1.0,1,0,1
864,A02,604800,496566,1788138608,0,1787637626.449044,1787640335.024074,70.0,74.0,4.0,4,4,910.8720769882202,1.0,1,0,1
865,A02,604800,496567,1788138608,0,1787641227.70322,1787643920.085165,76.0,81.0,5.0,4,4,903.6353101730347,1.0,1,0,1
866,A02,604800,496568,1788138608,0,1787644838.154432,1787647528.587252,82.0,85.0,3.0,4,4,903.9223189353943,1.0,1,0,1
867,A02,604800,496569,1788138608,1,1787648422.303155,1787651131.04596,87.0,91.0,4.0,4,4,905.9869999885559,1.0,1,0,1
868,A02,604800,496570,1788138608,0,1787652033.417392,1787654722.264584,92.0,97.0,5.0,4,4,900.75887799263,1.0,1,0,1
869,A02,604800,496571,1788138608,0,1787655625.541158,1787658336.396694,98.0,100.0,2.0,4,4,911.6827409267426,0.0,1,0,1
870,A02,604800,496572,1788138608,0,1787659226.349275,1787661932.782101,100.0,100.0,0.0,4,4,912.0685858726501,0.0,1,0,0
871,A02,604800,496573,1788138608,0,1787662842.969089,1787665527.601757,100.0,100.0,0.0,4,4,906.3664181232452,0.0,1,0,0
872,A02,604800,496574,1788138608,0,1787666421.551549,1787666421.551549,100.0,100.0,0.0,1,1,,,1,0,0
873,A02,604800,496580,1788273070,0,1787688026.656936,1787690730.51078,3.0,20.0,17.0,4,4,904.1656651496887,5.0,1,0,1
874,A02,604800,496581,1788273070,0,1787691637.67353,1787694337.921745,27.0,44.0,17.0,4,4,916.971549987793,4.0,1,0,1
875,A02,604800,496582,1788273070,1,1787695222.440725,1787697919.206167,48.0,61.0,13.0,4,4,906.9024069309235,4.0,1,0,1
876,A02,604800,496583,1788273070,0,1787698822.862942,1787701518.234974,66.0,77.0,11.0,4,4,899.9721899032593,3.0,1,0,1
877,A02,604800,496584,1788273070,0,1787702415.905953,1787705125.159942,81.0,91.0,10.0,4,4,914.1048381328583,3.0,1,0,1
878,A02,604800,496585,1788273071,0,1787706021.856131,1787708745.875067,95.0,100.0,5.0,4,4,921.7885420322418,0.0,1,0,1
879,A02,604800,496586,1788273070,0,1787709634.35635,1787712313.320653,100.0,100.0,0.0,4,4,910.4687511920929,0.0,1,0,0
880,A02,604800,496587,1788273070,0,1787713222.916085,1787715938.984838,100.0,100.0,0.0,4,4,909.7523460388184,0.0,1,0,0
881,A02,604800,496588,1788273070,0,1787716832.152162,1787719523.925049,100.0,100.0,0.0,4,4,900.8981709480286,0.0,1,0,0
882,A02,604800,496589,1788273070,0,1787720435.783034,1787723127.727268,100.0,100.0,0.0,4,4,906.0032980442047,0.0,1,0,0
883,A02,604800,496590,1788273070,1,1787724029.901935,1787726734.504575,100.0,100.0,0.0,4,4,912.5913469791412,0.0,1,0,0
884,A02,604800,496591,1788273070,0,1787727619.60219,1787730319.280154,100.0,100.0,0.0,4,4,907.5227019786835,0.0,1,0,0
885,A02,604800,496592,1788273070,0,1787731243.823865,1787733937.518694,100.0,100.0,0.0,5,5,1535.9749040603638,0.0,1,0,0
886,A02,604800,496593,1788273070,1,1787734836.761083,1787737535.113913,100.0,100.0,0.0,4,4,903.9919321537018,0.0,1,0,0
887,A02,604800,496594,1788273070,0,1787738428.652303,1787741121.373627,100.0,100.0,0.0,4,4,925.1864330768585,0.0,1,0,0
888,A02,604800,496595,1788273070,0,1787742036.65461,1787744728.093983,100.0,100.0,0.0,4,4,909.0869739055634,0.0,1,0,0
889,A02,604800,496596,1788273070,0,1787745623.196471,1787748331.107017,100.0,100.0,0.0,4,4,911.4181959629059,0.0,1,0,0
890,A02,604800,496597,1788273070,1,1787749234.477241,1787751918.993275,100.0,100.0,0.0,4,4,898.6762659549713,0.0,1,0,0
891,A02,604800,496598,1788273070,0,1787752821.26128,1787755529.112933,100.0,100.0,0.0,4,4,912.9316508769989,0.0,1,0,0
892,A02,604800,496599,1788273070,1,1787756434.127558,1787759124.091591,100.0,100.0,0.0,4,4,908.7375199794769,0.0,1,0,0
893,A02,604800,496600,1788273070,1,1787760031.102887,1787762732.495332,100.0,100.0,0.0,4,4,908.7624168395996,0.0,1,0,0
894,A02,604800,496601,1788273070,1,1787763624.341003,1787766320.886875,100.0,100.0,0.0,4,4,905.5842351913452,0.0,1,0,0
895,A02,604800,496602,1788273070,0,1787767228.834326,1787769917.86726,100.0,100.0,0.0,4,4,917.0410521030426,0.0,1,0,0
896,A02,604800,496603,1788273070,1,1787770822.347389,1787773521.157324,100.0,100.0,0.0,4,4,906.4089689254761,0.0,1,0,0
897,A02,604800,496604,1788273070,0,1787774426.006994,1787777130.60249,100.0,100.0,0.0,4,4,910.0379710197449,0.0,1,0,0
898,A02,604800,496605,1788273070,0,1787778024.792552,1787780741.236701,100.0,100.0,0.0,4,4,909.6671710014343,0.0,1,0,0
899,A02,604800,496606,1788273070,1,1787781624.038313,1787784336.971866,100.0,100.0,0.0,4,4,908.8677208423615,0.0,1,0,0
900,A02,604800,496607,1788273070,1,1787785220.877335,1787787923.302767,100.0,100.0,0.0,4,4,909.6670889854431,0.0,1,0,0
901,A02,604800,496608,1788273070,1,1787788831.502387,1787791535.174853,100.0,100.0,0.0,4,4,913.3189480304718,0.0,1,0,0
902,A02,604800,496609,1788273070,0,1787792435.483181,1787795129.195911,100.0,100.0,0.0,4,4,902.389142036438,0.0,1,0,0
903,A02,604800,496610,1788273070,0,1787796022.290222,1787798726.486888,100.0,100.0,0.0,4,4,922.8878209590912,0.0,1,0,0
904,A02,604800,496611,1788273070,1,1787799637.686243,1787802327.195959,100.0,100.0,0.0,4,4,909.904736995697,0.0,1,0,0
905,A02,604800,496612,1788273070,1,1787803238.661736,1787805936.448822,100.0,100.0,0.0,4,4,905.7019920349121,0.0,1,0,0
906,A02,604800,496613,1788273070,1,1787806825.417636,1787809537.161415,100.0,100.0,0.0,4,4,916.5480999946594,0.0,1,0,0
907,A02,604800,496614,1788273070,1,1787810433.093878,1787813122.484105,100.0,100.0,0.0,4,4,908.9298691749573,0.0,1,0,0
908,A02,604800,496615,1788273070,0,1787814034.49291,1787816727.12469,100.0,100.0,0.0,4,4,909.5487399101257,0.0,1,0,0
909,A02,604800,496616,1788273070,1,1787817636.676385,1787820332.649867,100.0,100.0,0.0,4,4,904.7176580429077,0.0,1,0,0
910,A02,604800,496617,1788273070,0,1787821222.944492,1787823926.343691,100.0,100.0,0.0,4,4,916.7373859882355,0.0,1,0,0
911,A02,604800,496618,1788273070,1,1787824823.851498,1787827540.399791,100.0,100.0,0.0,4,4,911.7912631034851,0.0,1,0,0
912,A02,604800,496619,1788273070,1,1787828428.956612,1787831128.831765,100.0,100.0,0.0,4,4,911.6875529289246,0.0,1,0,0
913,A02,604800,496620,1788273070,0,1787832040.685894,1787834727.612144,100.0,100.0,0.0,4,4,906.2993271350861,0.0,1,0,0
914,A02,604800,496621,1788273070,0,1787835641.378625,1787838335.004387,100.0,100.0,0.0,4,4,913.1933889389038,0.0,1,0,0
915,A02,604800,496622,1788273070,0,1787839241.938294,1787841939.527142,100.0,100.0,0.0,4,4,915.3856570720673,0.0,1,0,0
916,A02,604800,496623,1788273070,1,1787842827.944964,1787845537.671713,100.0,100.0,0.0,4,4,905.9898371696472,0.0,1,0,0
917,A02,604800,496624,1788273070,1,1787846440.482076,1787847325.833731,100.0,100.0,0.0,2,2,885.3516550064087,0.0,1,0,0
918,A02,604800,496668,1788603980,1,1788007137.096386,1788008341.544516,1.0,3.0,2.0,6,6,316.22363901138306,0.0,1,0,0
919,A02,604800,496669,1788603980,0,1788008438.999071,1788011914.135561,3.0,9.0,6.0,16,16,333.4198579788208,0.0,1,0,1
920,A02,604800,496670,1788603980,0,1788012035.411579,1788015543.014566,9.0,15.0,6.0,16,16,358.7909519672394,0.0,1,0,1
921,A02,604800,496671,1788603980,0,1788015642.225522,1788019138.425088,15.0,21.0,6.0,16,16,363.088711977005,0.0,1,0,1
922,A02,604800,496672,1788603980,0,1788019233.178442,1788022709.98222,21.0,27.0,6.0,16,16,345.5132429599762,0.0,1,0,1
923,A02,604800,496673,1788603980,0,1788022838.45013,1788026331.569075,27.0,32.0,5.0,16,16,308.88712096214294,0.0,1,0,1
924,A02,604800,496674,1788603980,0,1788026435.796518,1788029934.9337,32.0,37.0,5.0,16,16,331.1782510280609,0.0,1,0,1
925,A02,604800,496675,1788603980,0,1788030034.254622,1788033526.669278,38.0,43.0,5.0,16,16,312.6109359264374,0.0,1,0,1
926,A02,604800,496676,1788603980,0,1788033637.105537,1788037156.53375,43.0,48.0,5.0,16,16,320.56498408317566,0.0,1,0,1
927,A02,604800,496677,1788603980,39313,1788037240.589577,1788040708.56011,48.0,15.0,-33.0,16,16,311.85423493385315,-50.0,1,0,0
928,A02,604800,496678,1788643293,0,1788040826.985509,1788044345.803665,15.0,29.0,14.0,16,16,347.1694700717926,0.0,1,0,1
929,A02,604800,496679,1788643293,0,1788044420.306968,1788047924.673733,29.0,38.0,9.0,16,16,312.1910219192505,0.0,1,0,1
930,A02,604800,496680,1788643293,0,1788048024.968062,1788051546.899319,38.0,46.0,8.0,16,16,312.73768305778503,0.0,1,0,1
931,A02,604800,496681,1788643293,0,1788051624.540262,1788055136.162802,46.0,53.0,7.0,16,16,307.65737104415894,0.0,1,0,1
932,A02,604800,496682,1788643293,0,1788055225.352755,1788058749.148504,53.0,59.0,6.0,16,16,314.8088080883026,0.0,1,0,1
933,A02,604800,496683,1788643293,0,1788058831.286089,1788062313.836548,59.0,66.0,7.0,16,16,337.6806809902191,0.0,1,0,1
934,A02,604800,496684,1788643293,0,1788062430.095191,1788065925.296494,67.0,73.0,6.0,16,16,345.1811990737915,0.0,1,0,1
935,A02,604800,496685,1788643293,0,1788066034.81459,1788069567.896651,73.0,80.0,7.0,16,16,354.6515350341797,0.0,1,0,1
936,A02,604800,496686,1788643293,0,1788069629.91021,1788073167.336565,80.0,88.0,8.0,16,16,341.2427439689636,0.0,1,0,1
937,A02,604800,496687,1788643293,0,1788073224.574381,1788076771.51907,88.0,94.0,6.0,16,16,354.9887020587921,0.0,1,0,1
938,A02,604800,496688,1788643293,0,1788076825.381597,1788080320.028453,94.0,100.0,6.0,16,16,372.86411786079407,0.0,1,0,1
939,A02,604800,496689,1788643293,0,1788080439.449337,1788083964.785239,100.0,100.0,0.0,15,15,402.76494097709656,0.0,1,0,0
940,A02,604800,496690,1788643293,0,1788084034.623374,1788087301.212089,100.0,100.0,0.0,16,16,412.2534649372101,0.0,1,0,0
941,A02,604800,496691,1788643293,0,1788087628.456727,1788090946.960796,100.0,100.0,0.0,16,16,493.7050859928131,0.0,1,0,0
942,A02,604800,496692,1788643293,0,1788091230.871912,1788094597.806495,100.0,100.0,0.0,16,16,505.2052381038666,0.0,1,0,0
943,A02,604800,496693,1788643293,0,1788094829.504615,1788098279.075304,100.0,100.0,0.0,16,16,362.9292130470276,0.0,1,0,0
944,A02,604800,496694,1788643293,0,1788098426.854443,1788101856.436369,100.0,100.0,0.0,16,16,400.4760718345642,0.0,1,0,0
945,A02,604800,496695,1788643293,0,1788102034.624329,1788105497.589875,100.0,100.0,0.0,16,16,306.7877731323242,0.0,1,0,0
946,A02,604800,496696,1788643293,0,1788105629.931135,1788109139.552489,100.0,100.0,0.0,16,16,307.2388701438904,0.0,1,0,0
947,A02,604800,496697,1788643293,0,1788109234.560258,1788112779.472857,100.0,100.0,0.0,16,16,310.9553849697113,0.0,1,0,0
948,A02,604800,496698,1788643293,0,1788112827.125474,1788116150.397546,100.0,100.0,0.0,16,16,529.4205648899078,0.0,1,0,0
949,A02,604800,496699,1788721095,0,1788117333.15162,1788119871.887646,1.0,1.0,0.0,12,12,404.6933000087738,0.0,1,0,0
950,A02,604800,496700,1788721095,4,1788120021.008705,1788123556.909611,1.0,1.0,0.0,16,16,451.2597920894623,0.0,1,0,0
951,A02,604800,496701,1788721095,0,1788123620.149245,1788127043.32442,1.0,1.0,0.0,16,16,307.06647396087646,0.0,1,0,0
952,A02,604800,496702,1788721095,0,1788127239.457977,1788130681.598589,1.0,1.0,0.0,16,16,308.44780707359314,0.0,1,0,0
953,A02,604800,496703,1788721095,0,1788130838.376189,1788134315.725171,1.0,1.0,0.0,16,16,307.0834720134735,0.0,1,0,0
954,A02,604800,496704,1788721095,0,1788134428.510602,1788137950.01852,1.0,1.0,0.0,16,16,306.8440730571747,0.0,1,0,0
955,A02,604800,496705,1788721095,0,1788138038.227181,1788141289.126043,1.0,1.0,0.0,15,15,308.08831906318665,0.0,1,0,0
956,A02,604800,496706,1788721094,1,1788141632.806492,1788143108.107445,1.0,1.0,0.0,8,8,550.497416973114,0.0,1,0,0
957,A02,604800,496714,1788770655,1,1788172227.635143,1788173716.222929,1.0,1.0,0.0,8,8,402.5872800350189,0.0,1,0,0
958,A02,604800,496715,1788770655,1,1788174024.047213,1788177363.398301,1.0,1.0,0.0,16,16,482.41326093673706,0.0,1,0,0
959,A02,604800,496716,1788770655,1,1788177636.70471,1788180991.280559,1.0,2.0,1.0,16,16,485.160630941391,0.0,1,0,1
960,A02,604800,496717,1788770655,1,1788181225.972382,1788184682.678942,2.0,2.0,0.0,16,16,343.20115184783936,0.0,1,0,0
961,A02,604800,496718,1788770655,1,1788184827.48036,1788188118.167901,2.0,3.0,1.0,15,15,585.619843006134,0.0,1,0,1
962,A02,604800,496719,1788770655,1,1788188431.801828,1788191824.725551,3.0,3.0,0.0,16,16,368.5256679058075,0.0,1,0,0
963,A02,604800,496720,1788770655,1,1788192025.624232,1788195160.759336,3.0,4.0,1.0,16,16,472.4385061264038,0.0,1,0,1
964,A02,604800,496721,1788770655,1,1788195630.911641,1788198805.849138,4.0,5.0,1.0,16,16,460.43468403816223,0.0,1,0,1
965,A02,604800,496722,1788770655,1,1788199223.752599,1788202444.594284,5.0,5.0,0.0,16,16,414.16952896118164,0.0,1,0,0
966,A02,604800,496723,1788770655,1,1788202836.024072,1788206085.688716,5.0,6.0,1.0,16,16,371.7895658016205,0.0,1,0,1
967,A02,604800,496724,1788770655,1,1788206437.36832,1788209775.193103,6.0,6.0,0.0,16,16,354.77603101730347,0.0,1,0,0
968,A02,604800,496725,1788770655,1,1788210033.448804,1788213359.853061,6.0,6.0,0.0,16,16,401.31427693367004,0.0,1,0,0
969,A02,604800,496726,1788770655,1,1788213627.533695,1788217000.051986,6.0,6.0,0.0,16,16,307.50954508781433,0.0,1,0,0
970,A02,604800,496727,1788770655,1,1788217227.748564,1788220637.550168,6.0,6.0,0.0,16,16,307.3901240825653,0.0,1,0,0
971,A02,604800,496728,1788770655,1,1788220827.757415,1788223967.187904,6.0,6.0,0.0,15,15,471.8158268928528,0.0,1,0,0
972,A02,604800,496729,1788770655,0,1788224442.960921,1788227609.030377,6.0,6.0,0.0,16,16,458.311341047287,0.0,1,0,0
973,A02,604800,496730,1788770655,1,1788228024.648393,1788231241.947951,6.0,6.0,0.0,16,16,418.1318919658661,0.0,1,0,0
974,A02,604800,496731,1788770655,1,1788231622.425733,1788234943.203962,6.0,6.0,0.0,16,16,379.14142990112305,0.0,1,0,0
975,A02,604800,496732,1788770655,0,1788235230.335856,1788238512.137682,6.0,6.0,0.0,16,16,433.8136079311371,0.0,1,0,0
976,A02,604800,496733,1788770655,1,1788238829.211549,1788242151.64524,6.0,6.0,0.0,16,16,307.3776431083679,0.0,1,0,0
977,A02,604800,496734,1788770655,1,1788242437.557412,1788245792.593206,6.0,6.0,0.0,16,16,307.17859387397766,0.0,1,0,0
978,A02,604800,496735,1788770655,1,1788246026.526267,1788249429.11245,6.0,6.0,0.0,16,16,312.87467885017395,0.0,1,0,0
979,A02,604800,496736,1788770655,1,1788249626.3748,1788252766.542494,7.0,7.0,0.0,15,15,462.5471749305725,0.0,1,0,0
980,A02,604800,496737,1788770655,1,1788253224.452898,1788256399.867183,7.0,8.0,1.0,16,16,441.2313928604126,0.0,1,0,1
981,A02,604800,496738,1788770655,0,1788256829.973902,1788260083.634751,8.0,8.0,0.0,16,16,430.680655002594,0.0,1,0,0
982,A02,604800,496739,1788770655,1,1788260434.658077,1788263813.371767,9.0,9.0,0.0,16,16,433.76600408554077,0.0,1,0,0
983,A02,604800,496740,1788770655,1,1788264032.912339,1788267330.086632,9.0,9.0,0.0,16,16,461.8755900859833,0.0,1,0,0
984,A02,604800,496741,1788770655,1,1788267634.209671,1788270974.023418,9.0,10.0,1.0,16,16,309.4591989517212,0.0,1,0,1
985,A02,604800,496742,1788770655,0,1788271235.800028,1788274611.915707,10.0,10.0,0.0,16,16,323.0594198703766,0.0,1,0,0
986,A02,604800,496743,1788770655,1,1788274838.492596,1788278251.19184,10.0,10.0,0.0,16,16,308.8855710029602,0.0,1,0,0
987,A02,604800,496744,1788770655,1,1788278417.23284,1788281589.870532,10.0,11.0,1.0,15,15,457.3962059020996,0.0,1,0,1
988,A02,604800,496745,1788770655,1,1788282033.360427,1788285238.74686,11.0,12.0,1.0,16,16,428.3369460105896,0.0,1,0,1
989,A02,604800,496746,1788770655,1,1788285620.865297,1788288963.772219,12.0,12.0,0.0,16,16,422.4626829624176,0.0,1,0,0
990,A02,604800,496747,1788770655,1,1788289233.027389,1788292670.567099,12.0,13.0,1.0,15,15,481.9354901313782,0.0,1,0,1
991,A02,604800,496748,1788770655,1,1788292828.17502,1788296128.825672,13.0,13.0,0.0,16,16,324.0885760784149,0.0,1,0,0
992,A02,604800,496749,1788770655,1,1788296418.785779,1788299763.020078,13.0,13.0,0.0,16,16,308.24770402908325,0.0,1,0,0
993,A02,604800,496750,1788770655,1,1788300016.812664,1788303395.291581,13.0,13.0,0.0,16,16,307.3374719619751,0.0,1,0,0
994,A02,604800,496751,1788770655,1,1788303622.852967,1788307025.476199,13.0,13.0,0.0,16,16,307.6968309879303,0.0,1,0,0
995,A02,604800,496752,1788770655,0,1788307236.740912,1788310655.808207,13.0,13.0,0.0,16,16,310.2983601093292,0.0,1,0,0
996,A02,604800,496753,1788770655,0,1788310819.392797,1788314135.437114,13.0,13.0,0.0,16,16,449.0320930480957,0.0,1,0,0
997,A02,604800,496754,1788770655,0,1788314433.570329,1788317866.793995,13.0,13.0,0.0,16,16,543.3543078899384,0.0,1,0,0
998,A02,604800,496755,1788770655,1,1788318023.99718,1788321266.354277,13.0,13.0,0.0,16,16,398.0056700706482,0.0,1,0,0
999,A02,604800,496756,1788770655,1,1788321631.820314,1788324907.081877,13.0,13.0,0.0,16,16,345.4560070037842,0.0,1,0,0
1000,A02,604800,496757,1788770655,1,1788325218.277886,1788328547.466274,13.0,13.0,0.0,16,16,303.6389560699463,0.0,1,0,0
1001,A02,604800,496758,1788770655,0,1788329156.933046,1788332188.067564,13.0,13.0,0.0,14,14,310.06886196136475,0.0,1,0,0
1002,A02,604800,496759,1788770655,1,1788332432.868067,1788335837.543649,13.0,13.0,0.0,16,16,313.34375405311584,0.0,1,0,0
1003,A02,604800,496760,1788770655,1,1788336029.424065,1788339474.648653,13.0,13.0,0.0,15,15,481.9747929573059,0.0,1,0,0
1004,A02,604800,496761,1788770655,1,1788339637.004875,1788342869.361368,13.0,13.0,0.0,13,13,592.434732913971,0.0,1,0,0
1005,A02,604800,496762,1788770655,1,1788343228.017817,1788346620.301485,13.0,13.0,0.0,16,16,474.41855096817017,0.0,1,0,0
1006,A02,604800,496763,1788770655,1,1788346831.462367,1788350079.57518,13.0,13.0,0.0,16,16,509.0276379585266,0.0,1,0,0
1007,A02,604800,496764,1788770655,1,1788350429.825611,1788353697.768184,13.0,13.0,0.0,16,16,353.76033782958984,0.0,1,0,0
1008,A02,604800,496765,1788770655,1,1788354024.846776,1788357198.004369,13.0,13.0,0.0,16,16,321.3016209602356,0.0,1,0,0
1009,A02,604800,496766,1788770655,0,1788357631.152302,1788360831.633376,13.0,14.0,1.0,13,13,703.5143609046936,0.0,1,0,1
1010,A02,604800,496767,1788770655,1,1788361233.592291,1788364442.499908,14.0,14.0,0.0,16,16,407.8527657985687,0.0,1,0,0
1011,A02,604800,496768,1788770655,0,1788364828.455103,1788368105.610632,14.0,15.0,1.0,16,16,453.0877709388733,0.0,1,0,1
1012,A02,604800,496769,1788770655,1,1788368424.531581,1788371778.254807,15.0,15.0,0.0,16,16,332.17317390441895,0.0,1,0,0
1013,A02,604800,496770,1788770655,1,1788372024.460563,1788375084.74165,15.0,15.0,0.0,16,16,548.1474540233612,0.0,1,0,0
1014,A02,604800,496771,1788770655,1,1788375630.526062,1788378732.42049,15.0,15.0,0.0,16,16,528.1917018890381,0.0,1,0,0
1015,A02,604800,496772,1788770655,1,1788379222.322678,1788382541.334189,15.0,16.0,1.0,16,16,490.35419392585754,0.0,1,0,1
1016,A02,604800,496773,1788770655,1,1788382829.966597,1788386118.140437,17.0,28.0,11.0,16,16,312.7265338897705,0.0,1,0,1
1017,A02,604800,496774,1788770655,0,1788386434.801178,1788389723.680887,29.0,39.0,10.0,16,16,366.58090710639954,0.0,1,0,1
1018,A02,604800,496775,1788770655,0,1788390034.041445,1788393373.33528,40.0,46.0,6.0,16,16,352.13071298599243,0.0,1,0,1
1019,A02,604800,496776,1788770655,0,1788393624.406481,1788396923.918643,47.0,53.0,6.0,16,16,326.7304060459137,0.0,1,0,1
1020,A02,604800,496777,1788770655,0,1788397215.414856,1788400562.753876,53.0,59.0,6.0,16,16,346.55223298072815,0.0,1,0,1
1021,A02,604800,496778,1788770655,1,1788400823.347602,1788404140.972316,59.0,66.0,7.0,16,16,307.92455101013184,0.0,1,0,1
