account,segment,strict_eligible,model,effort,calls,sessions,uncached,cached,output,reasoning,standard_usd,standard_eur,write_upper_eur,september6_reference_usd,unpriced_calls,different_reset_calls,missing_reset_calls
A06,8,0,gpt-5.6-sol,max,2,1,2419,317952,6769,305,0.2722368,0.23424264326277755,0.23632404061263124,0.2722368,0,0,0
A06,8,0,gpt-6-astra,high,233,2,994186,30921472,85272,26550,45.126932000000004,38.82888659438996,40.96747289623129,45.126932000000004,0,0,0
A06,8,1,gpt-5.6-luna,max,25,1,447976,2831616,23551,11238,0.17448872,0.15013656857683705,0.1694093271381862,0.17448872,0,0,0
A06,8,1,gpt-5.6-sol,max,313,7,747409,45026048,161683,64955,24.233715200000002,20.8515876785407,21.494686112545175,24.233715200000002,0,0,0
A06,8,1,gpt-5.6-terra,high,14,2,324353,2121472,3646,826,1.1167524,0.9608951987609706,1.1004378764412324,1.1167524,0,0,0
A06,8,1,gpt-6-astra,high,5387,25,17061463,697966592,919295,131335,914.545972,786.9092858372054,823.6100752882465,914.545972,0,0,0
A06,8,1,gpt-6-astra,low,7,1,189068,1123072,925,0,3.060002,2.6329392531405955,3.0396420581655486,3.060002,0,0,0
A06,8,1,gpt-6-astra,max,234,2,916896,28409728,169903,75493,46.073838,39.643639648941665,41.61596799173981,46.073838,0,0,0
A07,2,0,gpt-5.5,low,49,1,294479,3488640,15048,1393,3.668155,3.2134515987735437,3.2134515987735437,3.668155,0,0,0
A07,2,1,gpt-5.5,low,1051,27,8096986,100773504,408724,41536,103.133402,90.34901620674552,90.34901620674552,103.133402,0,0,0
A07,2,1,gpt-5.5,medium,19,1,85800,2183296,4749,333,1.663118,1.456958388085852,1.456958388085852,1.663118,0,0,0
A07,2,1,gpt-5.5,xhigh,56,2,171236,6575616,31072,9077,5.076148,4.44691020586947,4.44691020586947,5.076148,0,0,0
A07,4,0,gpt-5.6-sol,max,25,1,95488,3653376,12654,3901,2.683748,2.3479860017497813,2.4524129483814523,2.0963824,0,0,0
A07,4,1,gpt-5.5,medium,5,1,106711,819072,1349,205,0.983561,0.8605083114610673,0.8605083114610673,0.983561,0,0,0
A07,4,1,gpt-5.6-sol,max,2273,22,6724584,262306048,946270,348152,193.164044,168.9974138232721,176.35150831146106,150.7461552,0,0,0
A07,4,1,gpt-5.6-sol,ultra,218,1,760568,26987008,101545,36245,20.342694,17.79763254593176,18.62939982502187,15.8679752,0,0,0
A07,6,1,gpt-5.6-sol,max,295,2,1243385,35837184,73718,27208,26.347057,22.940406617326946,24.293677187636046,20.782773600000002,0,0,0
A07,6,1,gpt-5.6-sol,ultra,67,1,256261,9640192,32313,8132,7.070791,6.156544188071397,6.435452546800174,5.5273808,0,0,0
A07,8,1,gpt-5.6-sol,max,24150,49,109416357,3209414656,11524557,3577145,2497.525823,2163.2965119099176,2281.7637672152446,1951.9224304000002,0,0,0
A07,9,0,gpt-5.6-sol,max,145,1,506074,18616576,44584,10089,13.176178,11.391180081265668,11.938074262989538,10.3626064,0,0,0
A07,9,1,gpt-5.6-sol,max,22046,45,104842858,3041220480,11739878,3185469,2397.02087,2072.292616927466,2185.592152243451,1870.6571840000001,0,0,0
A07,10,0,gpt-5.6-sol,max,3121,5,12002003,407940864,1543834,472914,242.06103760000002,207.8611900535528,218.16752874000798,242.06103760000002,0,0,0
A07,10,1,gpt-5.6-sol,max,22294,30,73191290,2831447552,9730529,2696415,1619.9547608,1391.0563955577747,1453.9041798274804,1619.9547608,0,0,0
A07,12,0,gpt-5.6-sol,max,377,1,1183118,47082624,160149,64895,26.7685016,22.991068968478917,24.007231469552526,26.7685016,0,0,0
A07,12,1,gpt-5.5,medium,149,1,1063233,21372800,38836,4738,17.167645,14.745035643734434,14.745035643734434,17.167645,0,0,0
A07,12,1,gpt-5.6-sol,max,21053,25,68291646,2759933568,8633815,2835945,1549.8163112,1331.1142413467321,1389.7689231297777,1549.8163112,0,0,0
A07,13,1,gpt-5.6-sol,max,24666,44,73277373,3222803968,10787193,3638271,1797.9749392,1551.3157370146678,1614.5403901639345,1797.9749392,0,0,0
A07,13,1,gpt-5.6-terra,high,120,4,1052166,13348352,54873,14030,5.4324784,4.687211734253667,5.141122864538395,5.4324784,0,0,0
A07,14,1,gpt-6-astra,high,926,2,1880576,120521344,299052,59462,154.279704,132.7479814145586,136.7932748236104,154.279704,0,0,0
A07,14,1,gpt-6-astra,low,124,2,590308,19319424,21699,257,26.307454,22.635909482016867,23.90571674410601,26.307454,0,0,0
A07,14,1,gpt-6-astra,max,1312,7,4843918,153083136,557138,246550,229.379216,197.3663878850456,207.78610480123905,229.379216,0,0,0
A07,14,1,gpt-6-astra,medium,3672,7,6890187,457891968,837676,122115,568.677638,489.3113388401308,504.1327701772501,568.677638,0,0,0
A07,14,1,gpt-6-astra,ultra,613,2,2823442,71677184,428740,149124,121.348604,104.41284116331097,110.48632679401136,121.348604,0,0,0
A07,14,1,gpt-6-astra,xhigh,74,2,346229,9133952,28991,5870,14.045792,12.08552056444674,12.830291257959045,14.045792,0,0,0
A07,15,1,gpt-6-astra,low,96,1,313147,17104768,9035,157,20.687988,17.800712441920496,18.474320684907934,20.687988,0,0,0
A07,15,1,gpt-6-astra,max,689,2,2134219,89926144,376880,176718,130.112334,111.95347960764069,116.5443826363793,130.112334,0,0,0
A07,15,1,gpt-6-astra,medium,3087,13,8184293,400405120,901099,135174,527.303,453.7110652211324,471.3162385992084,527.303,0,0,0
A07,15,1,gpt-6-astra,xhigh,936,4,3636491,117972480,756033,226661,192.13904,165.32355876785408,173.14598821201173,192.13904,0,0,0
A08,2,1,gpt-5.6-sol,max,515,13,1536583,62394880,220114,70644,45.483775,39.79332895888014,41.47375656167979,35.506564000000004,0,0,0
A08,3,1,gpt-5.6-sol,max,808,17,1840998,87970816,315296,109936,62.649278,54.811266841644795,56.82460673665792,48.858238400000005,0,0,0
A08,7,0,gpt-5.6-sol,max,1586,3,5699955,217573376,584229,214740,154.813333,134.5275108619656,140.72090738386078,121.5137504,0,0,0
A08,7,1,gpt-5.6-sol,max,21800,39,100603833,3004833280,10378034,2655327,2316.776825,2010.3735351060984,2119.4972764587683,1811.909324,0,0,0
A08,8,1,gpt-5.5,medium,109,1,900644,17595264,31682,5076,14.251312,12.344142052836725,12.344142052836725,14.251312,0,0,0
A08,9,0,gpt-5.6-sol,max,215,1,477252,26541312,57702,16412,17.387976000000002,15.032399066309328,15.548146451110918,13.6795728,0,0,0
A08,9,1,gpt-5.6-sol,max,22363,36,110079763,3091255808,11885502,3287644,2452.591779,2120.7495624095886,2239.732103497755,1914.5314152,0,0,0
A08,10,0,gpt-5.6-sol,max,341,2,1128518,41962496,137220,34022,24.0434704,20.551731259081976,21.516359005043167,24.0434704,0,0,0
A08,10,1,gpt-5.6-sol,max,25453,39,86171465,3575324160,10449337,2960793,1983.8022640000002,1695.7024224292677,1769.359542695957,1983.8022640000002,0,0,0
A08,11,0,gpt-5.6-sol,max,977,2,1951390,133853952,182674,64956,65.00062080000001,55.727555555555554,57.40055795610425,65.00062080000001,0,0,0
A08,11,1,gpt-5.6-sol,max,26788,53,76837602,3423166208,10674478,3791251,1890.1064512,1620.461635116598,1686.3374941700959,1890.1064512,0,0,0
A08,12,0,gpt-5.6-sol,max,7335,14,25221993,985922304,2825921,1052003,551.7753136,472.8556976604679,494.4702258976776,551.7753136,0,0,0
A08,12,0,gpt-5.6-sol,ultra,120,1,523736,15117696,57701,20251,9.296042400000001,7.966443054246294,8.415269860313652,9.296042400000001,0,0,0
A08,12,1,gpt-5.5,medium,239,2,1719856,38351488,49766,4860,29.268004,25.08184420258805,25.08184420258805,29.268004,0,0,0
A08,12,1,gpt-5.6-sol,high,163,1,450216,18642176,63977,22889,10.537274400000001,9.03014345702288,9.415965721141486,10.537274400000001,0,0,0
A08,12,1,gpt-5.6-sol,max,17002,45,54476380,2163425280,7083935,2519614,1224.954332,1049.7509058188361,1096.4356088782245,1224.954332,0,0,0
A08,13,0,gpt-5.6-sol,max,235,3,931702,28832128,124989,48396,17.7594392,15.250699184199226,16.050786775440102,17.7594392,0,0,0
A08,13,1,gpt-5.5,medium,125,1,531721,18311040,22697,3420,12.495035,10.729957063117217,10.729957063117217,12.495035,0,0,0
A08,13,1,gpt-5.6-sol,max,4163,24,16701315,518804864,1911896,619247,312.5651256,268.41144319450405,282.75349128381276,312.5651256,0,0,0
A08,14,0,,,1,1,11768,89856,599,278,,,,,1,0,0
A08,14,0,gpt-5.6-sol,max,552,4,1991998,75578496,249330,79328,43.1859904,37.08602849966111,38.79666588501847,43.1859904,0,1,0
A08,14,1,,,27,1,56701,3379456,11072,4712,,,,,27,0,0
A08,14,1,gpt-5.6-sol,max,24546,41,74739010,3150078976,10565253,3290620,1770.2926904,1520.227686993274,1584.4094294674908,1770.2926904,0,0,0
A08,14,1,gpt-5.6-terra,high,34,1,472947,3215872,11950,365,1.7324684000000001,1.4877358522971231,1.6908045513095749,1.7324684000000001,0,0,0
A08,15,1,gpt-5.6-sol,max,25643,47,94318125,3349815552,10394122,3247154,1925.0811608000001,1653.4236543846089,1734.4320929313753,1925.0811608000001,0,0,0
A08,15,1,gpt-5.6-terra,high,52,2,499168,4751360,23890,6832,2.235288,1.9198557072919353,2.1342197028257326,2.235288,0,0,0
A08,16,0,gpt-5.6-sol,max,424,2,1693771,50263040,182752,47224,30.53534,26.3462812769629,27.807688524590166,30.53534,0,0,0
A08,16,1,gpt-5.6-sol,max,24911,37,78864599,3405627136,10977681,3512008,1897.2628704,1636.4772645154187,1704.4998961931772,1897.2628704,0,0,0
A08,16,1,gpt-5.6-sol,ultra,135,1,770472,15412992,43029,8941,10.1076648,8.721022260569457,9.385795340811043,10.1076648,0,0,0
A08,16,1,gpt-5.6-terra,high,197,3,1460709,24396032,52625,12027,8.432124400000001,7.272246108012016,7.902157459133956,8.432124400000001,0,0,0
